REF_ID,PRED_ID,DATA_AGGR_CODE,PRED_SCI_NAME,TOT_PRED_STOM_EXAM,TOT_W_FD,PCT_W_FD,TOT_WO_FD,PCT_WO_FD,PRED_DEN,SEX,SEX_RATIO,LIFE_HIST_STAGE,LEN_TYPE,MIN_LEN,MAX_LEN,MN_LEN,MIN_AGE,MAX_AGE,MN_AGE,MIN_WT,MAX_WT,MN_WT,TOT_WT,BIOMASS_DEN,STOM_PCT_FULL,STOM_COND_INDEX,TOT_FD_BIOMASS,TOT_FD_VOL,TOT_FD_CAT,TOT_FD_CAT_W_CNT_DATA,TOT_FD_ITEMS_IN_CAT_W_CNT_DATA,PREDATOR_NOTES,POP _TOT_PRED,POP_PRED_DEN,POP_SEX_RATIO,POP_LIFE_HIST_STAGE,POP_LEN_TYPE,POP_MIN_LEN,POP_MAX_LEN,POP_MN_LEN,POP_MIN_AGE,POP_MAX_AGE,POP_MN_AGE,POP_MIN_WT,POP_MAX_WT,POP_MN_WT,POP_TOT_WT,POP_BIOMASS_DEN
8f,Scav.1,SIZ,Scomberomorus cavalla,95,90,0.9474,5,0.0526,NA,NA,NA,L/PL,SL,2.9,13.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8f,Scav.2,SIZ,Scomberomorus cavalla,489,178,0.3640,311,0.6360,NA,NA,NA,J,FL,9,42,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.63,5,5,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.1,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.012566,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.2,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.028931,6,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.3,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.002513,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.4,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.053337,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.5,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.004350,3,3,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.6,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.083791,6,5,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.7,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.038907,9,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.8,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.000196,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.9,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.008112,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.10,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.012723,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.11,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.001414,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.12,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.003518,3,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.13,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.000039,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.14,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.010503,2,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.15,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.024039,5,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.16,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.185205,2,1,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.17,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.016244,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.18,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.078484,5,4,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.19,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.003927,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.20,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.001414,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.21,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.007697,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.22,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.010724,5,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.23,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.019822,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.24,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.022619,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.25,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.009936,3,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.26,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.015737,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.27,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.009241,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.28,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.005694,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.29,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.003594,5,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.30,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.011530,6,5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.31,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.022619,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.32,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.046100,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.33,RAW,Chloroscombrus chryurus,1,0,0,1,1,NA,NA,NA,NA,SL,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.34,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.000628,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.35,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.009993,5,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.36,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.055477,7,6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.37,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.001645,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.38,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.096263,5,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.39,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.054970,3,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.40,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.004047,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.41,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.002513,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.42,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.004375,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.43,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.124106,3,1,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.44,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.186718,7,6,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.45,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.011301,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.46,RAW,Chloroscombrus chryurus,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.000861,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Cchr.47,RAW,Chloroscombrus chryurus,1,0,0,1,1,NA,NA,NA,NA,SL,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.1,RAW,Decapterus punctatus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.000579,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.2,RAW,Decapterus punctatus,1,1,1,0,0,NA,M,NA,NA,FL,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.005574,1,1,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.3,RAW,Decapterus punctatus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.020821,4,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.4,RAW,Decapterus punctatus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.003022,4,3,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.5,RAW,Decapterus punctatus,1,1,1,0,0,NA,F,NA,NA,FL,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.192343,9,7,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.6,RAW,Decapterus punctatus,1,1,1,0,0,NA,M,NA,NA,FL,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.249997,2,1,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.7,RAW,Decapterus punctatus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.028546,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.8,RAW,Decapterus punctatus,1,1,1,0,0,NA,M,NA,NA,FL,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.050266,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.9,RAW,Decapterus punctatus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.000040,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.10,RAW,Decapterus punctatus,1,1,1,0,0,NA,M,NA,NA,FL,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.130540,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.11,RAW,Decapterus punctatus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.007419,6,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.12,RAW,Decapterus punctatus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.042971,7,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.13,RAW,Decapterus punctatus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.005974,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.14,RAW,Decapterus punctatus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.038931,11,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Dpun.15,RAW,Decapterus punctatus,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.146724,13,12,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.1,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.034086,14,13,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.2,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.011908,10,10,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.3,RAW,Opisthonema oglinum,1,1,1,0,0,NA,M,NA,NA,FL,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.064201,12,11,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.4,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.030408,13,12,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.5,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.064598,18,17,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.6,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.051000,19,18,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.7,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.013094,5,5,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.8,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.034634,9,9,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.9,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.077322,9,8,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.10,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.085848,10,9,793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.11,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.710441,16,15,781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.12,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.084148,6,5,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.13,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,FL,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.156848,11,10,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.14,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.143602,19,18,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.15,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.031610,13,12,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.16,RAW,Opisthonema oglinum,1,1,1,0,0,NA,NA,NA,NA,SL,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.030318,10,9,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.17,RAW,Opisthonema oglinum,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.114319,13,12,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.18,RAW,Opisthonema oglinum,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.234419,25,24,1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.19,RAW,Opisthonema oglinum,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.026751,14,13,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.20,RAW,Opisthonema oglinum,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.143574,10,9,787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.21,RAW,Opisthonema oglinum,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.001695,5,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.22,RAW,Opisthonema oglinum,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.023002,19,18,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.23,RAW,Opisthonema oglinum,1,1,1,0,0,NA,M,NA,NA,SL,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.005375,14,13,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33f,Oogl.24,RAW,Opisthonema oglinum,1,1,1,0,0,NA,F,NA,NA,SL,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.010522,17,16,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
