REF_ID,PRED_ID,LOC_ID,LME_CODE,COUNTRY,STATE,GULF_OCTANT,LOCALE_NAME,LOCALE_TYPE,BAY_HIERARC_LEVEL,SAMP_DEP_REALM,LOC_CENTR_LAT,LOC_CENTR_LONG,LOC_POLY_COORDS,LOC_POLY_SOURCE,LOC_POLY_CONF,MAJOR_LOC_NAME,MAJOR_LOC_TYPE,MIN_DEP_LOC,MAX_DEP_LOC,MN_DEP_LOC,MIN_DEP_SAMP,MAX_DEP_SAMP,MN_DEP_SAMP,TIME_ZONE,START_YEAR,START_MON,START_DAY,START_TIME,START_SEAS,END_YEAR,END_MON,END_DAY,END_TIME,END_SEAS,HAB_SYSTEM,HAB_SUBSYSTEM,TIDAL_ZONE,REALM,PROVINCE,ECOREGION,SYS_CONF,LOC_NOTES,NUM_SAMPS,STA_DATA
33f,Saur.6,33f.3,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,27.369536,-82.751781,"((-82.8398029962999,27.4036145689),(-82.7791265261,27.4557061177),(-82.6905292897999,27.4175650082999),(-82.6637586295999,27.324342978),(-82.7388803897,27.2923254713),(-82.8207188747,27.3101695924999),(-82.8398029962999,27.4036145689))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Saur.7,33f.3,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,27.369536,-82.751781,"((-82.8398029962999,27.4036145689),(-82.7791265261,27.4557061177),(-82.6905292897999,27.4175650082999),(-82.6637586295999,27.324342978),(-82.7388803897,27.2923254713),(-82.8207188747,27.3101695924999),(-82.8398029962999,27.4036145689))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Saur.8,33f.3,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,27.369536,-82.751781,"((-82.8398029962999,27.4036145689),(-82.7791265261,27.4557061177),(-82.6905292897999,27.4175650082999),(-82.6637586295999,27.324342978),(-82.7388803897,27.2923254713),(-82.8207188747,27.3101695924999),(-82.8398029962999,27.4036145689))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Saur.17,33f.4,GOM,United States,Florida,ENE,,Riverine,NA,Demersal,27.859232,-82.379691,"((-82.3879006045,27.8587704746),(-82.3878540909,27.8592639463999),(-82.3873889552999,27.8595312425999),(-82.3863191433,27.8597985382),(-82.385179561,27.8597368546999),(-82.3848307092,27.8595518039),(-82.3832027345,27.8595106814),(-82.3831794776999,27.8598190993999),(-82.3831794776999,27.8607237872),(-82.3832725048,27.8622041691),(-82.3827375988,27.8627798676999),(-82.3825515446,27.8632116397),(-82.3823654903,27.8633555633),(-82.3820631521,27.8632322001999),(-82.3815747597,27.8626770646),(-82.3812026511999,27.8625331400999),(-82.3809933401,27.8620602439999),(-82.3804816908999,27.8619163185999),(-82.3794583924999,27.8613611763),(-82.3787141754999,27.8606621041999),(-82.3784350940999,27.860209761),(-82.3783885805,27.8596340486999),(-82.3785513779999,27.8589349654),(-82.3786211482999,27.8586059834999),(-82.3785513779999,27.8583798077999),(-82.3779699584,27.8584209306999),(-82.3770396870999,27.85885272),(-82.3765047810999,27.8592639463999),(-82.3757140504999,27.8596957323),(-82.375341942,27.8597779770999),(-82.3749233199,27.8596546099),(-82.3737837375999,27.8591405786),(-82.3731558045,27.8589760881),(-82.3717836543,27.8588938426999),(-82.3711324644,27.8592228238),(-82.3705975583999,27.8594695588999),(-82.3705743016,27.8564470148),(-82.3711557211999,27.8565909474),(-82.3722720467,27.856632071),(-82.3743651571,27.856632071),(-82.3756907937,27.8567348798),(-82.3775048228,27.8560563397),(-82.3781560127,27.8562413965),(-82.3792025678999,27.856714318),(-82.3798537578,27.8570638674),(-82.3802258662999,27.8575984701),(-82.3809235698,27.8579685782),(-82.3818538410999,27.8581741932),(-82.3833655318999,27.8580302627),(-82.3841562624999,27.8581947547),(-82.3847609389,27.8579685782),(-82.3854353856,27.8575367852999),(-82.3865517110999,27.8572077992),(-82.3875982663,27.8569816205999),(-82.3881331723,27.8568171267999),(-82.388807619,27.8582153161999),(-82.3881099155999,27.8585031763999),(-82.3879006045,27.8587704746))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Tidal Riverine Coastal,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Saur.18,33f.4,GOM,United States,Florida,ENE,,Riverine,NA,Demersal,27.859232,-82.379691,"((-82.3879006045,27.8587704746),(-82.3878540909,27.8592639463999),(-82.3873889552999,27.8595312425999),(-82.3863191433,27.8597985382),(-82.385179561,27.8597368546999),(-82.3848307092,27.8595518039),(-82.3832027345,27.8595106814),(-82.3831794776999,27.8598190993999),(-82.3831794776999,27.8607237872),(-82.3832725048,27.8622041691),(-82.3827375988,27.8627798676999),(-82.3825515446,27.8632116397),(-82.3823654903,27.8633555633),(-82.3820631521,27.8632322001999),(-82.3815747597,27.8626770646),(-82.3812026511999,27.8625331400999),(-82.3809933401,27.8620602439999),(-82.3804816908999,27.8619163185999),(-82.3794583924999,27.8613611763),(-82.3787141754999,27.8606621041999),(-82.3784350940999,27.860209761),(-82.3783885805,27.8596340486999),(-82.3785513779999,27.8589349654),(-82.3786211482999,27.8586059834999),(-82.3785513779999,27.8583798077999),(-82.3779699584,27.8584209306999),(-82.3770396870999,27.85885272),(-82.3765047810999,27.8592639463999),(-82.3757140504999,27.8596957323),(-82.375341942,27.8597779770999),(-82.3749233199,27.8596546099),(-82.3737837375999,27.8591405786),(-82.3731558045,27.8589760881),(-82.3717836543,27.8588938426999),(-82.3711324644,27.8592228238),(-82.3705975583999,27.8594695588999),(-82.3705743016,27.8564470148),(-82.3711557211999,27.8565909474),(-82.3722720467,27.856632071),(-82.3743651571,27.856632071),(-82.3756907937,27.8567348798),(-82.3775048228,27.8560563397),(-82.3781560127,27.8562413965),(-82.3792025678999,27.856714318),(-82.3798537578,27.8570638674),(-82.3802258662999,27.8575984701),(-82.3809235698,27.8579685782),(-82.3818538410999,27.8581741932),(-82.3833655318999,27.8580302627),(-82.3841562624999,27.8581947547),(-82.3847609389,27.8579685782),(-82.3854353856,27.8575367852999),(-82.3865517110999,27.8572077992),(-82.3875982663,27.8569816205999),(-82.3881331723,27.8568171267999),(-82.388807619,27.8582153161999),(-82.3881099155999,27.8585031763999),(-82.3879006045,27.8587704746))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Tidal Riverine Coastal,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.6,33f.1,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Coastal waters,NA,Demersal,26.924299,-82.38554,"((-81.8283431744,25.9748744163),(-81.8994407284999,26.2768551614999),(-81.9469528127,26.3468237637),(-82.1064576667999,26.3802720635),(-82.2354190382999,26.4653694817),(-82.2863248427999,26.6171726836),(-82.3168683254999,26.808158025),(-82.3949238925,26.8838569404),(-82.5069166624,27.0713713907),(-82.6358780337999,27.2495218152),(-82.7614456849999,27.5207276484999),(-82.7987766083,27.6771205167),(-82.829320091,27.7432194728),(-82.8904070563999,27.7612395067999),(-82.9307701718999,27.9079776075999),(-82.8541546146999,27.8825851771999),(-82.7609561353,27.7891822485),(-82.6863973517999,27.5029813939),(-82.6677576559,27.4533707283),(-82.5745591765,27.4092536142),(-82.5310665526999,27.2547050656),(-82.3943754496,26.9948012649),(-82.2825372742999,26.8507658292999),(-82.2266181866,26.7287463069),(-82.2390446505999,26.6787914491),(-82.1955520268,26.4898757399),(-82.0712873875999,26.4231252901),(-81.9780889081999,26.4731917559999),(-81.8476110369999,26.4342530519),(-81.7668390215,26.0106457509),(-81.8283431744,25.9748744163))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.7,33f.1,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Coastal waters,NA,Demersal,26.924299,-82.38554,"((-81.8283431744,25.9748744163),(-81.8994407284999,26.2768551614999),(-81.9469528127,26.3468237637),(-82.1064576667999,26.3802720635),(-82.2354190382999,26.4653694817),(-82.2863248427999,26.6171726836),(-82.3168683254999,26.808158025),(-82.3949238925,26.8838569404),(-82.5069166624,27.0713713907),(-82.6358780337999,27.2495218152),(-82.7614456849999,27.5207276484999),(-82.7987766083,27.6771205167),(-82.829320091,27.7432194728),(-82.8904070563999,27.7612395067999),(-82.9307701718999,27.9079776075999),(-82.8541546146999,27.8825851771999),(-82.7609561353,27.7891822485),(-82.6863973517999,27.5029813939),(-82.6677576559,27.4533707283),(-82.5745591765,27.4092536142),(-82.5310665526999,27.2547050656),(-82.3943754496,26.9948012649),(-82.2825372742999,26.8507658292999),(-82.2266181866,26.7287463069),(-82.2390446505999,26.6787914491),(-82.1955520268,26.4898757399),(-82.0712873875999,26.4231252901),(-81.9780889081999,26.4731917559999),(-81.8476110369999,26.4342530519),(-81.7668390215,26.0106457509),(-81.8283431744,25.9748744163))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.8,33f.1,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Coastal waters,NA,Demersal,26.924299,-82.38554,"((-81.8283431744,25.9748744163),(-81.8994407284999,26.2768551614999),(-81.9469528127,26.3468237637),(-82.1064576667999,26.3802720635),(-82.2354190382999,26.4653694817),(-82.2863248427999,26.6171726836),(-82.3168683254999,26.808158025),(-82.3949238925,26.8838569404),(-82.5069166624,27.0713713907),(-82.6358780337999,27.2495218152),(-82.7614456849999,27.5207276484999),(-82.7987766083,27.6771205167),(-82.829320091,27.7432194728),(-82.8904070563999,27.7612395067999),(-82.9307701718999,27.9079776075999),(-82.8541546146999,27.8825851771999),(-82.7609561353,27.7891822485),(-82.6863973517999,27.5029813939),(-82.6677576559,27.4533707283),(-82.5745591765,27.4092536142),(-82.5310665526999,27.2547050656),(-82.3943754496,26.9948012649),(-82.2825372742999,26.8507658292999),(-82.2266181866,26.7287463069),(-82.2390446505999,26.6787914491),(-82.1955520268,26.4898757399),(-82.0712873875999,26.4231252901),(-81.9780889081999,26.4731917559999),(-81.8476110369999,26.4342530519),(-81.7668390215,26.0106457509),(-81.8283431744,25.9748744163))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.9,33f.1,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Coastal waters,NA,Demersal,26.924299,-82.38554,"((-81.8283431744,25.9748744163),(-81.8994407284999,26.2768551614999),(-81.9469528127,26.3468237637),(-82.1064576667999,26.3802720635),(-82.2354190382999,26.4653694817),(-82.2863248427999,26.6171726836),(-82.3168683254999,26.808158025),(-82.3949238925,26.8838569404),(-82.5069166624,27.0713713907),(-82.6358780337999,27.2495218152),(-82.7614456849999,27.5207276484999),(-82.7987766083,27.6771205167),(-82.829320091,27.7432194728),(-82.8904070563999,27.7612395067999),(-82.9307701718999,27.9079776075999),(-82.8541546146999,27.8825851771999),(-82.7609561353,27.7891822485),(-82.6863973517999,27.5029813939),(-82.6677576559,27.4533707283),(-82.5745591765,27.4092536142),(-82.5310665526999,27.2547050656),(-82.3943754496,26.9948012649),(-82.2825372742999,26.8507658292999),(-82.2266181866,26.7287463069),(-82.2390446505999,26.6787914491),(-82.1955520268,26.4898757399),(-82.0712873875999,26.4231252901),(-81.9780889081999,26.4731917559999),(-81.8476110369999,26.4342530519),(-81.7668390215,26.0106457509),(-81.8283431744,25.9748744163))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.10,33f.1,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Coastal waters,NA,Demersal,26.924299,-82.38554,"((-81.8283431744,25.9748744163),(-81.8994407284999,26.2768551614999),(-81.9469528127,26.3468237637),(-82.1064576667999,26.3802720635),(-82.2354190382999,26.4653694817),(-82.2863248427999,26.6171726836),(-82.3168683254999,26.808158025),(-82.3949238925,26.8838569404),(-82.5069166624,27.0713713907),(-82.6358780337999,27.2495218152),(-82.7614456849999,27.5207276484999),(-82.7987766083,27.6771205167),(-82.829320091,27.7432194728),(-82.8904070563999,27.7612395067999),(-82.9307701718999,27.9079776075999),(-82.8541546146999,27.8825851771999),(-82.7609561353,27.7891822485),(-82.6863973517999,27.5029813939),(-82.6677576559,27.4533707283),(-82.5745591765,27.4092536142),(-82.5310665526999,27.2547050656),(-82.3943754496,26.9948012649),(-82.2825372742999,26.8507658292999),(-82.2266181866,26.7287463069),(-82.2390446505999,26.6787914491),(-82.1955520268,26.4898757399),(-82.0712873875999,26.4231252901),(-81.9780889081999,26.4731917559999),(-81.8476110369999,26.4342530519),(-81.7668390215,26.0106457509),(-81.8283431744,25.9748744163))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.18,33f.1,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Coastal waters,NA,Demersal,26.924299,-82.38554,"((-81.8283431744,25.9748744163),(-81.8994407284999,26.2768551614999),(-81.9469528127,26.3468237637),(-82.1064576667999,26.3802720635),(-82.2354190382999,26.4653694817),(-82.2863248427999,26.6171726836),(-82.3168683254999,26.808158025),(-82.3949238925,26.8838569404),(-82.5069166624,27.0713713907),(-82.6358780337999,27.2495218152),(-82.7614456849999,27.5207276484999),(-82.7987766083,27.6771205167),(-82.829320091,27.7432194728),(-82.8904070563999,27.7612395067999),(-82.9307701718999,27.9079776075999),(-82.8541546146999,27.8825851771999),(-82.7609561353,27.7891822485),(-82.6863973517999,27.5029813939),(-82.6677576559,27.4533707283),(-82.5745591765,27.4092536142),(-82.5310665526999,27.2547050656),(-82.3943754496,26.9948012649),(-82.2825372742999,26.8507658292999),(-82.2266181866,26.7287463069),(-82.2390446505999,26.6787914491),(-82.1955520268,26.4898757399),(-82.0712873875999,26.4231252901),(-81.9780889081999,26.4731917559999),(-81.8476110369999,26.4342530519),(-81.7668390215,26.0106457509),(-81.8283431744,25.9748744163))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.19,33f.1,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Coastal waters,NA,Demersal,26.924299,-82.38554,"((-81.8283431744,25.9748744163),(-81.8994407284999,26.2768551614999),(-81.9469528127,26.3468237637),(-82.1064576667999,26.3802720635),(-82.2354190382999,26.4653694817),(-82.2863248427999,26.6171726836),(-82.3168683254999,26.808158025),(-82.3949238925,26.8838569404),(-82.5069166624,27.0713713907),(-82.6358780337999,27.2495218152),(-82.7614456849999,27.5207276484999),(-82.7987766083,27.6771205167),(-82.829320091,27.7432194728),(-82.8904070563999,27.7612395067999),(-82.9307701718999,27.9079776075999),(-82.8541546146999,27.8825851771999),(-82.7609561353,27.7891822485),(-82.6863973517999,27.5029813939),(-82.6677576559,27.4533707283),(-82.5745591765,27.4092536142),(-82.5310665526999,27.2547050656),(-82.3943754496,26.9948012649),(-82.2825372742999,26.8507658292999),(-82.2266181866,26.7287463069),(-82.2390446505999,26.6787914491),(-82.1955520268,26.4898757399),(-82.0712873875999,26.4231252901),(-81.9780889081999,26.4731917559999),(-81.8476110369999,26.4342530519),(-81.7668390215,26.0106457509),(-81.8283431744,25.9748744163))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.1,33f.2,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,26.924418,-82.604675,"((-82.9307701718999,27.9079776075999),(-82.8904070563999,27.7612395067999),(-82.829320091,27.7432194728),(-82.7987766083,27.6771205167),(-82.7614456849999,27.5207276484999),(-82.6358780337999,27.2495218152),(-82.5069166624,27.0713713907),(-82.3949238925,26.8838569404),(-82.3168683254999,26.808158025),(-82.2863248427999,26.6171726836),(-82.2354190382999,26.4653694817),(-82.1064576667999,26.3802720635),(-81.9469528127,26.3468237637),(-81.8994407284999,26.2768551614999),(-81.8283431744,25.9748744163),(-81.9368323853999,26.0154554892999),(-82.1150652751999,26.1110039976),(-82.4887793990999,26.3585492495999),(-82.7791265261,26.7314420358),(-83.0436011368,27.3306394455999),(-83.1010956174,27.6799596450999),(-83.0838472732,27.8351386209999),(-82.9535663261,27.9155317083),(-82.9307701718999,27.9079776075999))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.11,33f.2,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,26.924418,-82.604675,"((-82.9307701718999,27.9079776075999),(-82.8904070563999,27.7612395067999),(-82.829320091,27.7432194728),(-82.7987766083,27.6771205167),(-82.7614456849999,27.5207276484999),(-82.6358780337999,27.2495218152),(-82.5069166624,27.0713713907),(-82.3949238925,26.8838569404),(-82.3168683254999,26.808158025),(-82.2863248427999,26.6171726836),(-82.2354190382999,26.4653694817),(-82.1064576667999,26.3802720635),(-81.9469528127,26.3468237637),(-81.8994407284999,26.2768551614999),(-81.8283431744,25.9748744163),(-81.9368323853999,26.0154554892999),(-82.1150652751999,26.1110039976),(-82.4887793990999,26.3585492495999),(-82.7791265261,26.7314420358),(-83.0436011368,27.3306394455999),(-83.1010956174,27.6799596450999),(-83.0838472732,27.8351386209999),(-82.9535663261,27.9155317083),(-82.9307701718999,27.9079776075999))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.12,33f.2,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,26.924418,-82.604675,"((-82.9307701718999,27.9079776075999),(-82.8904070563999,27.7612395067999),(-82.829320091,27.7432194728),(-82.7987766083,27.6771205167),(-82.7614456849999,27.5207276484999),(-82.6358780337999,27.2495218152),(-82.5069166624,27.0713713907),(-82.3949238925,26.8838569404),(-82.3168683254999,26.808158025),(-82.2863248427999,26.6171726836),(-82.2354190382999,26.4653694817),(-82.1064576667999,26.3802720635),(-81.9469528127,26.3468237637),(-81.8994407284999,26.2768551614999),(-81.8283431744,25.9748744163),(-81.9368323853999,26.0154554892999),(-82.1150652751999,26.1110039976),(-82.4887793990999,26.3585492495999),(-82.7791265261,26.7314420358),(-83.0436011368,27.3306394455999),(-83.1010956174,27.6799596450999),(-83.0838472732,27.8351386209999),(-82.9535663261,27.9155317083),(-82.9307701718999,27.9079776075999))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.13,33f.2,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,26.924418,-82.604675,"((-82.9307701718999,27.9079776075999),(-82.8904070563999,27.7612395067999),(-82.829320091,27.7432194728),(-82.7987766083,27.6771205167),(-82.7614456849999,27.5207276484999),(-82.6358780337999,27.2495218152),(-82.5069166624,27.0713713907),(-82.3949238925,26.8838569404),(-82.3168683254999,26.808158025),(-82.2863248427999,26.6171726836),(-82.2354190382999,26.4653694817),(-82.1064576667999,26.3802720635),(-81.9469528127,26.3468237637),(-81.8994407284999,26.2768551614999),(-81.8283431744,25.9748744163),(-81.9368323853999,26.0154554892999),(-82.1150652751999,26.1110039976),(-82.4887793990999,26.3585492495999),(-82.7791265261,26.7314420358),(-83.0436011368,27.3306394455999),(-83.1010956174,27.6799596450999),(-83.0838472732,27.8351386209999),(-82.9535663261,27.9155317083),(-82.9307701718999,27.9079776075999))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.14,33f.2,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,26.924418,-82.604675,"((-82.9307701718999,27.9079776075999),(-82.8904070563999,27.7612395067999),(-82.829320091,27.7432194728),(-82.7987766083,27.6771205167),(-82.7614456849999,27.5207276484999),(-82.6358780337999,27.2495218152),(-82.5069166624,27.0713713907),(-82.3949238925,26.8838569404),(-82.3168683254999,26.808158025),(-82.2863248427999,26.6171726836),(-82.2354190382999,26.4653694817),(-82.1064576667999,26.3802720635),(-81.9469528127,26.3468237637),(-81.8994407284999,26.2768551614999),(-81.8283431744,25.9748744163),(-81.9368323853999,26.0154554892999),(-82.1150652751999,26.1110039976),(-82.4887793990999,26.3585492495999),(-82.7791265261,26.7314420358),(-83.0436011368,27.3306394455999),(-83.1010956174,27.6799596450999),(-83.0838472732,27.8351386209999),(-82.9535663261,27.9155317083),(-82.9307701718999,27.9079776075999))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.15,33f.2,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,26.924418,-82.604675,"((-82.9307701718999,27.9079776075999),(-82.8904070563999,27.7612395067999),(-82.829320091,27.7432194728),(-82.7987766083,27.6771205167),(-82.7614456849999,27.5207276484999),(-82.6358780337999,27.2495218152),(-82.5069166624,27.0713713907),(-82.3949238925,26.8838569404),(-82.3168683254999,26.808158025),(-82.2863248427999,26.6171726836),(-82.2354190382999,26.4653694817),(-82.1064576667999,26.3802720635),(-81.9469528127,26.3468237637),(-81.8994407284999,26.2768551614999),(-81.8283431744,25.9748744163),(-81.9368323853999,26.0154554892999),(-82.1150652751999,26.1110039976),(-82.4887793990999,26.3585492495999),(-82.7791265261,26.7314420358),(-83.0436011368,27.3306394455999),(-83.1010956174,27.6799596450999),(-83.0838472732,27.8351386209999),(-82.9535663261,27.9155317083),(-82.9307701718999,27.9079776075999))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.16,33f.2,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,26.924418,-82.604675,"((-82.9307701718999,27.9079776075999),(-82.8904070563999,27.7612395067999),(-82.829320091,27.7432194728),(-82.7987766083,27.6771205167),(-82.7614456849999,27.5207276484999),(-82.6358780337999,27.2495218152),(-82.5069166624,27.0713713907),(-82.3949238925,26.8838569404),(-82.3168683254999,26.808158025),(-82.2863248427999,26.6171726836),(-82.2354190382999,26.4653694817),(-82.1064576667999,26.3802720635),(-81.9469528127,26.3468237637),(-81.8994407284999,26.2768551614999),(-81.8283431744,25.9748744163),(-81.9368323853999,26.0154554892999),(-82.1150652751999,26.1110039976),(-82.4887793990999,26.3585492495999),(-82.7791265261,26.7314420358),(-83.0436011368,27.3306394455999),(-83.1010956174,27.6799596450999),(-83.0838472732,27.8351386209999),(-82.9535663261,27.9155317083),(-82.9307701718999,27.9079776075999))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.17,33f.2,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,26.924418,-82.604675,"((-82.9307701718999,27.9079776075999),(-82.8904070563999,27.7612395067999),(-82.829320091,27.7432194728),(-82.7987766083,27.6771205167),(-82.7614456849999,27.5207276484999),(-82.6358780337999,27.2495218152),(-82.5069166624,27.0713713907),(-82.3949238925,26.8838569404),(-82.3168683254999,26.808158025),(-82.2863248427999,26.6171726836),(-82.2354190382999,26.4653694817),(-82.1064576667999,26.3802720635),(-81.9469528127,26.3468237637),(-81.8994407284999,26.2768551614999),(-81.8283431744,25.9748744163),(-81.9368323853999,26.0154554892999),(-82.1150652751999,26.1110039976),(-82.4887793990999,26.3585492495999),(-82.7791265261,26.7314420358),(-83.0436011368,27.3306394455999),(-83.1010956174,27.6799596450999),(-83.0838472732,27.8351386209999),(-82.9535663261,27.9155317083),(-82.9307701718999,27.9079776075999))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
33f,Scav.2,33f.2,GOM,United States,Florida,ENE,Offshore west Florida Gulf coast from Tampa to Charlotte Harbor,Continental shelf,NA,Demersal,26.924418,-82.604675,"((-82.9307701718999,27.9079776075999),(-82.8904070563999,27.7612395067999),(-82.829320091,27.7432194728),(-82.7987766083,27.6771205167),(-82.7614456849999,27.5207276484999),(-82.6358780337999,27.2495218152),(-82.5069166624,27.0713713907),(-82.3949238925,26.8838569404),(-82.3168683254999,26.808158025),(-82.2863248427999,26.6171726836),(-82.2354190382999,26.4653694817),(-82.1064576667999,26.3802720635),(-81.9469528127,26.3468237637),(-81.8994407284999,26.2768551614999),(-81.8283431744,25.9748744163),(-81.9368323853999,26.0154554892999),(-82.1150652751999,26.1110039976),(-82.4887793990999,26.3585492495999),(-82.7791265261,26.7314420358),(-83.0436011368,27.3306394455999),(-83.1010956174,27.6799596450999),(-83.0838472732,27.8351386209999),(-82.9535663261,27.9155317083),(-82.9307701718999,27.9079776075999))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,TNWA,70,NA,NA,NA,NA
