"study","predator", "length(mm)","prey", "latitude", "longitude", "altitude"
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Majidae",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Majidae",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Majidae",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",200.5,"Majidae",29.804773224346548,-87.37048726628083,-60.0
"mississippiAlabamaFishDiet.csv.gz","Ariopsis felis",175.5,"Maldanidae",30.090594488345502,-87.68826636652753,-20.0
"mississippiAlabamaFishDiet.csv.gz","Ariopsis felis",250.5,"Maldanidae",30.062539738066413,-88.10167073532247,-20.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Maldanidae",29.413327990886586,-88.11562973110424,-60.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Maldanidae",29.27291652919212,-88.10910158533426,-100.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Maldanidae",29.073550706931623,-88.78591056963771,-100.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",88.0,"Maldanidae",29.721095814334234,-87.34597329916312,-100.0
"mississippiAlabamaFishDiet.csv.gz","Diplectrum bivittatum",63.0,"Maldanidae",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Diplectrum bivittatum",63.0,"Maldanidae",30.069625709617917,-88.62257550590883,-20.0
"mississippiAlabamaFishDiet.csv.gz","Diplectrum bivittatum",88.0,"Maldanidae",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Haemulon aurolineatum",88.0,"Maldanidae",30.03976249158956,-88.11389292612989,-20.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",63.0,"Maldanidae",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Maldanidae",29.406036586489947,-88.41833952933145,-60.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Maldanidae",29.25340316061976,-88.14069947904687,-100.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Maldanidae",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Maldanidae",29.413327990886586,-88.11562973110424,-60.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",113.0,"Maldanidae",29.406036586489947,-88.41833952933145,-60.0
"mississippiAlabamaFishDiet.csv.gz","Micropogonias undulatus",138.0,"Maldanidae",30.040875620651423,-87.69000247568307,-20.0
"mississippiAlabamaFishDiet.csv.gz","Micropogonias undulatus",138.0,"Maldanidae",30.02893121980967,-88.61320102812385,-20.0
"mississippiAlabamaFishDiet.csv.gz","Micropogonias undulatus",138.0,"Maldanidae",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Micropogonias undulatus",175.5,"Maldanidae",29.271666244809516,-88.11104632294395,-100.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus longispinosus",63.0,"Maldanidae",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",150.5,"Maldanidae",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",88.0,"Maldanidae",30.01671006264202,-88.61042275591186,-20.0
"mississippiAlabamaFishDiet.csv.gz","Symphurus civitatus",88.0,"Maldanidae",30.02893121980967,-88.61320102812385,-20.0
"mississippiAlabamaFishDiet.csv.gz","Ogcocephalus nasutus",88.0,"Marphysa",29.25340316061976,-88.14069947904687,-100.0
"mississippiAlabamaFishDiet.csv.gz","Serranus atrobranchus",88.0,"Marphysa",29.27291652919212,-88.10910158533426,-100.0
"mississippiAlabamaFishDiet.csv.gz","Ariopsis felis",175.5,"Monoculodes cf nyei",30.090594488345502,-87.68826636652753,-20.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Monoculodes cf nyei",30.02893121980967,-88.61320102812385,-20.0
"mississippiAlabamaFishDiet.csv.gz","Diplectrum bivittatum",63.0,"Monoculodes cf nyei",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Diplectrum bivittatum",88.0,"Monoculodes cf nyei",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Rhomboplites aurorubens",88.0,"Monoculodes cf nyei",30.03976249158956,-88.11389292612989,-20.0
"mississippiAlabamaFishDiet.csv.gz","Haemulon aurolineatum",88.0,"Monoculodes cf nyei",30.03976249158956,-88.11389292612989,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus longispinosus",63.0,"Monoculodes cf nyei",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",63.0,"Monoculodes cf nyei",30.070458267484334,-88.11687922827355,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",88.0,"Monoculodes cf nyei",30.070458267484334,-88.11687922827355,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",113.0,"Monoculodes cf nyei",30.090594488345502,-87.68826636652753,-20.0
"mississippiAlabamaFishDiet.csv.gz","Etropus rimosus",63.0,"Monoculodes cf nyei",30.069625709617917,-88.62257550590883,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",63.0,"Monoculodes cf nyei",30.01671006264202,-88.61042275591186,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",63.0,"Monoculodes cf nyei",29.406036586489947,-88.41833952933145,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",63.0,"Monoculodes cf nyei",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",63.0,"Monoculodes cf nyei",30.069625709617917,-88.62257550590883,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",88.0,"Monoculodes cf nyei",30.01671006264202,-88.61042275591186,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",88.0,"Monoculodes cf nyei",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",63.0,"Monoculodes cf nyei",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Manucomplanus corallinus",29.78657956539754,-87.3743763002893,-60.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Megalops",29.43874564840787,-88.56632567024258,-60.0
"mississippiAlabamaFishDiet.csv.gz","Bellator militaris",63.0,"Megalops",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus stearnsi",88.0,"Megalops",29.078757226748905,-88.81799389735265,-100.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",113.0,"Mesochaetopterus",29.395066036607023,-88.13417123495388,-60.0
"mississippiAlabamaFishDiet.csv.gz","Leiostomus xanthurus",163.0,"Mediomastus californiensis",29.25340316061976,-88.14069947904687,-100.0
"mississippiAlabamaFishDiet.csv.gz","Lepophidium graellsi",125.5,"Megalops",29.24229265443229,-88.10646304406222,-200.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",88.0,"Megalomma",30.069625709617917,-88.62257550590883,-20.0
"mississippiAlabamaFishDiet.csv.gz","Centropristis philadelphica",150.5,"Meiosquilla?",29.078757226748905,-88.81799389735265,-100.0
"mississippiAlabamaFishDiet.csv.gz","Serranus notospilus",38.0,"Meiosquilla?",29.7068588088653,-87.33194568528297,-100.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",113.0,"Meiosquilla?",29.413327990886586,-88.11562973110424,-60.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Meiosquilla",30.02893121980967,-88.61320102812385,-20.0
"mississippiAlabamaFishDiet.csv.gz","Diplectrum bivittatum",88.0,"Meiosquilla",30.074208037433216,-87.68409997359203,-20.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Meiosquilla",30.074208037433216,-87.68409997359203,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus roseus",113.0,"Meiosquilla",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus roseus",150.5,"Meiosquilla",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",150.5,"Meiosquilla",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",150.5,"Meiosquilla",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",150.5,"Meiosquilla",29.804773224346548,-87.37048726628083,-60.0
"mississippiAlabamaFishDiet.csv.gz","Lepophidium graellsi",75.5,"Melitidae",29.71560868071131,-87.34423698950725,-100.0
"mississippiAlabamaFishDiet.csv.gz","Monolene sessilicauda",125.5,"Melitidae",29.67852597609545,-87.25509339359006,-200.0
"mississippiAlabamaFishDiet.csv.gz","Trichopsetta ventralis",125.5,"Megalops",29.269930551180664,-88.12139361487118,-100.0
"mississippiAlabamaFishDiet.csv.gz","Scorpaena calcarata",63.0,"Megalops",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",63.0,"Megalops",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",88.0,"Megalops",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Megalops",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",200.5,"Megalops",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Meiosquilla",29.7068588088653,-87.33194568528297,-100.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Meiosquilla",29.702485077392318,-87.3456262502746,-100.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",88.0,"Meiosquilla",29.721095814334234,-87.34597329916312,-100.0
"mississippiAlabamaFishDiet.csv.gz","Serraniculus pumilio",63.0,"Meiosquilla",29.71560868071131,-87.34423698950725,-100.0
"mississippiAlabamaFishDiet.csv.gz","Scorpaena calcarata",63.0,"Meiosquilla",29.395066036607023,-88.13417123495388,-60.0
"mississippiAlabamaFishDiet.csv.gz","Scorpaena calcarata",63.0,"Meiosquilla",29.413327990886586,-88.11562973110424,-60.0
"mississippiAlabamaFishDiet.csv.gz","Scorpaena calcarata",63.0,"Meiosquilla",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Scorpaena calcarata",113.0,"Meiosquilla",29.721095814334234,-87.34597329916312,-100.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",150.5,"Meiosquilla",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",150.5,"Meiosquilla",29.413327990886586,-88.11562973110424,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Meiosquilla",29.406036586489947,-88.41833952933145,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Meiosquilla",29.444715726515504,-88.58549255657694,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Meiosquilla",29.721095814334234,-87.34597329916312,-100.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",200.5,"Meiosquilla",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",200.5,"Meiosquilla",29.804773224346548,-87.37048726628083,-60.0
"mississippiAlabamaFishDiet.csv.gz","Bellator militaris",38.0,"Megalops",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Bellator militaris",63.0,"Megalops",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Bellator militaris",63.0,"Megalops",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Bellator militaris",63.0,"Megalops",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Mexisquilla horologii",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Mexisquilla horologii",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Mexisquilla horologii",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Mexisquilla horologii",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Mexisquilla horologii",29.413327990886586,-88.11562973110424,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Mexisquilla horologii",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Metharpinia floridana",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",88.0,"Metharpinia floridana",29.813174092260358,-87.4032649394475,-60.0
"mississippiAlabamaFishDiet.csv.gz","Leiostomus xanthurus",138.0,"Metharpinia floridana",30.040875620651423,-87.69000247568307,-20.0
"mississippiAlabamaFishDiet.csv.gz","Leiostomus xanthurus",163.0,"Metharpinia floridana",30.040875620651423,-87.69000247568307,-20.0
"mississippiAlabamaFishDiet.csv.gz","Micropogonias undulatus",113.0,"Metharpinia floridana",30.040875620651423,-87.69000247568307,-20.0
"mississippiAlabamaFishDiet.csv.gz","Micropogonias undulatus",138.0,"Metharpinia floridana",30.040875620651423,-87.69000247568307,-20.0
"mississippiAlabamaFishDiet.csv.gz","Micropogonias undulatus",175.5,"Metharpinia floridana",30.040875620651423,-87.69000247568307,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",113.0,"Metharpinia floridana",30.074208037433216,-87.68409997359203,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus scitulus",38.0,"Metharpinia floridana",30.066291464210266,-87.685418839269,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus scitulus",113.0,"Metharpinia floridana",30.062539738066413,-88.10167073532247,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus scitulus",113.0,"Metharpinia floridana",30.066291464210266,-87.685418839269,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",63.0,"Metharpinia floridana",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Metharpinia floridana",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Metharpinia floridana",30.074208037433216,-87.68409997359203,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Metharpinia floridana",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Metharpinia floridana",29.721095814334234,-87.34597329916312,-100.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",200.5,"Metharpinia floridana",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",200.5,"Metharpinia floridana",30.074208037433216,-87.68409997359203,-20.0
"mississippiAlabamaFishDiet.csv.gz","Porichthys plectrodon",88.0,"Mysidopsis furca?",29.395066036607023,-88.13417123495388,-60.0
"mississippiAlabamaFishDiet.csv.gz","Porichthys plectrodon",138.0,"Mysidopsis furca?",30.02893121980967,-88.61320102812385,-20.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",38.0,"Mysidopsis furca?",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Micronephthys minuta",29.078757226748905,-88.81799389735265,-100.0
"mississippiAlabamaFishDiet.csv.gz","Rhynchoconger flavus",350.5,"Megalops",29.072717089208876,-88.78243788152271,-100.0
"mississippiAlabamaFishDiet.csv.gz","Anchoa hepsetus",38.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Anchoa hepsetus",63.0,"Megalops",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Anchoa hepsetus",63.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Anchoa hepsetus",63.0,"Megalops",29.43874564840787,-88.56632567024258,-60.0
"mississippiAlabamaFishDiet.csv.gz","Anchoa hepsetus",88.0,"Megalops",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Anchoa hepsetus",88.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Saurida brasiliensis",63.0,"Megalops",29.43874564840787,-88.56632567024258,-60.0
"mississippiAlabamaFishDiet.csv.gz","Saurida brasiliensis",63.0,"Megalops",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Saurida brasiliensis",88.0,"Megalops",29.43874564840787,-88.56632567024258,-60.0
"mississippiAlabamaFishDiet.csv.gz","Synodus foetens",75.5,"Megalops",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Ariopsis felis",175.5,"Megalops",30.040875620651423,-87.69000247568307,-20.0
"mississippiAlabamaFishDiet.csv.gz","Ariopsis felis",175.5,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Ariopsis felis",250.5,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Megalops",29.27291652919212,-88.10910158533426,-100.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Megalops",29.40367689487793,-88.10444894129901,-60.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",63.0,"Megalops",29.269930551180664,-88.12139361487118,-100.0
"mississippiAlabamaFishDiet.csv.gz","Halieutichthys aculeatus",88.0,"Megalops",29.721095814334234,-87.34597329916312,-100.0
"mississippiAlabamaFishDiet.csv.gz","Bathygadus macrops",175.5,"Megalops",29.662487119386878,-87.27388990699453,-200.0
"mississippiAlabamaFishDiet.csv.gz","Synagrops spinosa",63.0,"Megalops",29.073550706931623,-88.78591056963771,-100.0
"mississippiAlabamaFishDiet.csv.gz","Synagrops spinosa",88.0,"Megalops",29.255626368193248,-88.12354609000806,-200.0
"mississippiAlabamaFishDiet.csv.gz","Centropristis philadelphica",88.0,"Megalops",29.406036586489947,-88.41833952933145,-60.0
"mississippiAlabamaFishDiet.csv.gz","Diplectrum bivittatum",63.0,"Megalops",30.052334321073293,-88.64160423325114,-20.0
"mississippiAlabamaFishDiet.csv.gz","Diplectrum bivittatum",63.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Diplectrum bivittatum",88.0,"Megalops",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Diplectrum bivittatum",113.0,"Megalops",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Serraniculus pumilio",12.5,"Megalops",29.78657956539754,-87.3743763002893,-60.0
"mississippiAlabamaFishDiet.csv.gz","Serranus atrobranchus",63.0,"Megalops",29.406036586489947,-88.41833952933145,-60.0
"mississippiAlabamaFishDiet.csv.gz","Serranus atrobranchus",63.0,"Megalops",29.444715726515504,-88.58549255657694,-60.0
"mississippiAlabamaFishDiet.csv.gz","Serranus atrobranchus",88.0,"Megalops",29.072717089208876,-88.78243788152271,-100.0
"mississippiAlabamaFishDiet.csv.gz","Serranus atrobranchus",113.0,"Megalops",29.082809106377052,-88.79838698780839,-100.0
"mississippiAlabamaFishDiet.csv.gz","Chloroscombrus chrysurus",63.0,"Megalops",30.074208037433216,-87.68409997359203,-20.0
"mississippiAlabamaFishDiet.csv.gz","Chloroscombrus chrysurus",88.0,"Megalops",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Chloroscombrus chrysurus",113.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Chloroscombrus chrysurus",138.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Pristipomoides aquilonaris",125.5,"Megalops",29.7068588088653,-87.33194568528297,-100.0
"mississippiAlabamaFishDiet.csv.gz","Pristipomoides aquilonaris",125.5,"Megalops",29.255626368193248,-88.12354609000806,-200.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",38.0,"Megalops",30.052334321073293,-88.64160423325114,-20.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",38.0,"Megalops",30.069625709617917,-88.62257550590883,-20.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",63.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",63.0,"Megalops",29.43874564840787,-88.56632567024258,-60.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Megalops",29.25340316061976,-88.14069947904687,-100.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Megalops",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",88.0,"Megalops",29.43874564840787,-88.56632567024258,-60.0
"mississippiAlabamaFishDiet.csv.gz","Stenotomus caprinus",113.0,"Megalops",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Leiostomus xanthurus",138.0,"Megalops",30.02893121980967,-88.61320102812385,-20.0
"mississippiAlabamaFishDiet.csv.gz","Micropogonias undulatus",113.0,"Megalops",30.03976249158956,-88.11389292612989,-20.0
"mississippiAlabamaFishDiet.csv.gz","Micropogonias undulatus",138.0,"Megalops",30.040875620651423,-87.69000247568307,-20.0
"mississippiAlabamaFishDiet.csv.gz","Polydactylus octonemus",88.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Polydactylus octonemus",113.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Bembrops anatirostris",113.0,"Megalops",29.253541976962037,-88.12028222204832,-200.0
"mississippiAlabamaFishDiet.csv.gz","Bembrops anatirostris",138.0,"Megalops",29.253541976962037,-88.12028222204832,-200.0
"mississippiAlabamaFishDiet.csv.gz","Peprilus burti",113.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Peprilus burti",113.0,"Megalops",29.28201376473282,-88.09868511374383,-100.0
"mississippiAlabamaFishDiet.csv.gz","Pontinus longispinis",63.0,"Megalops",29.253541976962037,-88.12028222204832,-200.0
"mississippiAlabamaFishDiet.csv.gz","Bellator militaris",38.0,"Megalops",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Bellator militaris",63.0,"Megalops",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus alatus",113.0,"Megalops",29.27291652919212,-88.10910158533426,-100.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus roseus",88.0,"Megalops",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus roseus",150.5,"Megalops",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus longispinosus",63.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus longispinosus",88.0,"Megalops",29.43874564840787,-88.56632567024258,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus rubio",150.5,"Megalops",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus stearnsi",63.0,"Megalops",29.43874564840787,-88.56632567024258,-60.0
"mississippiAlabamaFishDiet.csv.gz","Prionotus stearnsi",63.0,"Megalops",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Etropus rimosus",38.0,"Megalops",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Etropus rimosus",38.0,"Megalops",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Etropus rimosus",63.0,"Megalops",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Etropus rimosus",63.0,"Megalops",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",63.0,"Megalops",30.069625709617917,-88.62257550590883,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",88.0,"Megalops",30.01671006264202,-88.61042275591186,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",88.0,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium gunteri",125.5,"Megalops",30.05031931129508,-88.62896451661447,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",63.0,"Megalops",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",63.0,"Megalops",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Megalops",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Megalops",30.063234820699723,-88.14597684263826,-20.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Megalops",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Megalops",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",88.0,"Megalops",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Megalops",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Megalops",29.381037428487947,-88.11410162639304,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Megalops",29.808523503043528,-87.33833596742299,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Megalops",29.407147932721056,-88.11055993495799,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",125.5,"Megalops",29.71560868071131,-87.34423698950725,-100.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",200.5,"Megalops",29.727274969946546,-87.3961130170265,-60.0
"mississippiAlabamaFishDiet.csv.gz","Syacium papillosum",200.5,"Megalops",29.808523503043528,-87.33833596742299,-60.0
