Season,Month,Day,Year,Region,Habitat,Site,Predator Family,Predator Species,TL (mm),Call #,Stomach Fullness Index,Prey Item Phylum (Division),Prey Item Class,Prey Item Order, Prey Item Family,Prey item,Number,Condition Index,Volume (ml??),Percent Content
Summer,7,25,2006,Upper,Reef,2,Carangidae ,Caranx hippos,147,64,0,,,,,Empty,0,NA,0.0000,0.00
Summer,7,25,2006,Upper,Reef,2,Carangidae ,Caranx hippos,153,65,1,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Aegathoa oculata,1,I,0.0500,33.33
Summer,7,25,2006,Upper,Reef,2,Carangidae ,Caranx hippos,153,65,1,Vertebrata,Actinopterygii,,,Fish Tissue,1,II,0.1000,66.67
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,262,66,4,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,1,I,0.0500,2.86
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,262,66,4,Arthropoda,Malacostraca,Decapoda,,Crab claw,1,I,1.5000,85.71
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,262,66,4,,,,,Digestate,1,IV,0.2000,11.43
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,232,67,3,,,,,Digestate,1,IV,0.7500,30.24
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,232,67,3,Vertebrata,Actinopterygii,,,Fish Eyeball,2,II,0.0300,1.21
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,232,67,3,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,2,I,1.6000,64.52
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,232,67,3,Mollusca,Cephalopoda,,,Squid beak,1,III,0.0300,1.21
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,232,67,3,Vertebrata,Actinopterygii,Gasterosteiformes,Sygnathidae,Sygnathus spp.,1,I,0.0700,2.82
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,460,68,4,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,1,I,2.0000,16.26
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,460,68,4,,,,,Digestate,1,IV,7.7000,62.60
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,460,68,4,Vertebrata,Actinopterygii,,,Fish Eyeball,4,II,0.2000,1.63
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,460,68,4,Vertebrata,Actinopterygii,,,Fish bone,1,III,0.5000,4.07
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,460,68,4,Vertebrata,Actinopterygii,,,Fish Tissue,1,II,1.7000,13.82
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,460,68,4,Vertebrata,Actinopterygii,,,Otolith,2,III,0.1000,0.81
Summer,7,25,2006,Upper,Reef,2,Ariidae,Bagre marinus,460,68,4,Vertebrata,Actinopterygii,Gasterosteiformes,Sygnathidae,Sygnathus spp.,1,I,0.1000,0.81
Summer,7,25,2006,Upper,Reef,2,Clupeidae,Brevoortia patronus,236,69,4,Plantae,,,,Detritus,1,IV,0.2000,100.00
Summer,7,25,2006,Upper,Reef,2,Clupeidae,Brevoortia patronus,181,70,3,Plantae,,,,Detritus,1,IV,0.1000,100.00
Summer,7,25,2006,Upper,Reef,2,Clupeidae,Brevoortia patronus,168,71,3,Plantae,,,,Detritus,1,IV,0.0500,100.00
Summer,7,24,2006,Lower,Marsh edge,1,Ariidae,Arius felis,352,72,1,,,,,Digestate,1,IV,0.3000,100.00
Summer,7,24,2006,Lower,Marsh edge,1,Mugilidae,Mugil cephalus,250,73,2,Plantae,,,,Detritus,1,IV,0.5000,100.00
Summer,7,24,2006,Lower,Marsh edge,1,Carangidae ,Caranx hippos,141,74,3,,,,,Digestate,1,IV,0.2000,20.00
Summer,7,24,2006,Lower,Marsh edge,1,Carangidae ,Caranx hippos,141,74,3,Vertebrata,Actinopterygii,,,Fish Tissue,1,II,0.3000,30.00
Summer,7,24,2006,Lower,Marsh edge,1,Carangidae ,Caranx hippos,141,74,3,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,3,I,0.5000,50.00
Summer,7,24,2006,Lower,Marsh edge,1,Sciaenidae,Cynoscion nebulosus,293,75,2,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,1,I,0.2000,50.00
Summer,7,24,2006,Lower,Marsh edge,1,Sciaenidae,Cynoscion nebulosus,293,75,2,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes vulgaris,2,I,0.2000,50.00
Summer,7,24,2006,Lower,Marsh edge,1,Ariidae,Arius felis,295,76,2,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus heterochaelis,1,I,0.2000,7.38
Summer,7,24,2006,Lower,Marsh edge,1,Ariidae,Arius felis,295,76,2,,,,,Digestate,1,IV,0.4000,14.76
Summer,7,24,2006,Lower,Marsh edge,1,Ariidae,Arius felis,295,76,2,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.1000,3.69
Summer,7,24,2006,Lower,Marsh edge,1,Ariidae,Arius felis,295,76,2,Arthropoda,Malacostraca,Decapoda,Panopeidae�,Neopanope texana,7,II,2.0000,73.80
Summer,7,24,2006,Lower,Marsh edge,1,Ariidae,Arius felis,295,76,2,Mollusca,,,,Shell Hash,1,IV,0.0100,0.37
Summer,7,24,2006,Lower,Non-Veg ,1,Sphyrnidae,Sphyrna tiburo,629,77,4,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,8,I,24.0000,82.33
Summer,7,24,2006,Lower,Non-Veg ,1,Sphyrnidae,Sphyrna tiburo,629,77,4,,,,,Digestate,1,IV,5.0000,17.15
Summer,7,24,2006,Lower,Non-Veg ,1,Sphyrnidae,Sphyrna tiburo,629,77,4,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.0500,0.17
Summer,7,24,2006,Lower,Non-Veg ,1,Sphyrnidae,Sphyrna tiburo,629,77,4,Chrodata,,,,Parasite,1,I,0.1000,0.34
Summer,7,24,2006,Lower,Non-Veg ,1,Sphyrnidae,Sphyrna tiburo,600,78,4,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,7,I,22.0000,95.03
Summer,7,24,2006,Lower,Non-Veg ,1,Sphyrnidae,Sphyrna tiburo,600,78,4,,,,,Digestate,1,IV,0.8000,3.46
Summer,7,24,2006,Lower,Non-Veg ,1,Sphyrnidae,Sphyrna tiburo,600,78,4,Mollusca,Gastropoda,,,Gastropod,1,I,0.1000,0.43
Summer,7,24,2006,Lower,Non-Veg ,1,Sphyrnidae,Sphyrna tiburo,600,78,4,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.1000,0.43
Summer,7,24,2006,Lower,Non-Veg ,1,Sphyrnidae,Sphyrna tiburo,600,78,4,Mollusca,Bivalvia,Ostreoida,Ostreidae,Oyster shell hash,1,IV,0.1000,0.43
Summer,7,24,2006,Lower,Non-Veg ,1,Sphyrnidae,Sphyrna tiburo,600,78,4,Chrodata,,,,Parasite,1,I,0.0500,0.22
Summer,7,24,2006,Lower,Non-Veg ,1,Clupeidae,Brevoortia patronus,161,79,1,Plantae,,,,Detritus,1,IV,0.0100,100.00
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,218,80,1,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Aegathoa oculata,1,I,0.0100,0.17
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,218,80,1,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,1,II,4.0000,66.45
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,218,80,1,,,,,Digestate,1,IV,2.0000,33.22
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,218,80,1,Arthropoda,Malacostraca,Decapoda,,Larval shrimp,22,I,0.0100,0.17
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,224,81,2,Arthropoda,Malacostraca,Decapoda,,Brachyuran larvae,21,III,0.0300,2.89
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,224,81,2,Arthropoda,Malacostraca,Isopoda,Idoteidae,Erichsonella,1,I,0.0080,0.77
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,224,81,2,Arthropoda,Malacostraca,Decapoda,,Larval shrimp,1102,III,1.0000,96.34
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,223,82,2,Arthropoda,Malacostraca,Decapoda,,Brachyuran larvae,40,I,0.0500,4.54
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,223,82,2,Arthropoda,Malacostraca,Decapoda,Callianassidae,Callianassidae,1,I,0.0010,0.09
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,223,82,2,Arthropoda,Malacostraca,Decapoda,,Decapod carapace,1,III,0.0500,4.54
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,223,82,2,Arthropoda,Malacostraca,Decapoda,,Larval shrimp,2340,I,1.0000,90.83
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,213,83,1,,,,,Digestate,1,IV,2.0000,99.21
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,213,83,1,Arthropoda,Malacostraca,Decapoda,,Larval shrimp,8,I,0.0080,0.40
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,213,83,1,,,,,Monofilament,1,IV,0.0080,0.40
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,224,84,2,Arthropoda,Malacostraca,Decapoda,,Brachyuran larvae,10,I,0.0050,0.08
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,224,84,2,Arthropoda,Malacostraca,Decapoda,,Decapod carapace,1,III,0.0150,0.25
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,224,84,2,,,,,Digestate,1,IV,6.0000,98.18
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,224,84,2,Arthropoda,Insecta,Hymenoptera,,Hymenoptera ,1,I,0.0800,1.31
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,224,84,2,Arthropoda,Malacostraca,Decapoda,,Larval shrimp,28,I,0.0100,0.16
Summer,7,24,2006,Lower,Non-Veg ,1,Ariidae,Bagre marinus,224,84,2,Mollusca,,,,Shell Hash,1,IV,0.0010,0.02
Summer,7,24,2006,Lower,Non-Veg ,1,Clupeidae,Brevoortia patronus,163,85,1,Plantae,,,,Detritus,1,IV,0.0200,100.00
Summer,7,24,2006,Lower,Non-Veg ,1,Clupeidae,Brevoortia patronus,164,86,1,Plantae,,,,Detritus,1,IV,0.0100,100.00
Summer,7,24,2006,Lower,Non-Veg ,1,Clupeidae,Brevoortia patronus,160,87,1,Plantae,,,,Detritus,1,IV,0.0200,100.00
Summer,7,24,2006,Lower,Non-Veg ,1,Clupeidae,Brevoortia patronus,159,88,1,Plantae,,,,Detritus,1,IV,0.0080,100.00
Summer,7,24,2006,Lower,Non-Veg ,1,Carangidae ,Caranx hippos,148,89,1,,,,,Digestate,1,IV,1.0000,99.50
Summer,7,24,2006,Lower,Non-Veg ,1,Carangidae ,Caranx hippos,148,89,1,Vertebrata,Actinopterygii,,,Fish bone,1,IV,0.0050,0.50
Summer,7,24,2006,Lower,Non-Veg ,1,Carangidae ,Caranx hippos,155,90,2,,,,,Digestate,1,IV,1.0000,90.91
Summer,7,24,2006,Lower,Non-Veg ,1,Carangidae ,Caranx hippos,155,90,2,Vertebrata,Actinopterygii,,,Fish bone,1,IV,0.1000,9.09
Summer,7,24,2006,Lower,Non-Veg ,1,Sciaenidae,Cynoscion nebulosus,266,91,0,,,,,Empty,0,NA,0.0000,0.00
Summer,7,24,2006,Lower,Non-Veg ,1,Sciaenidae,Cynoscion nebulosus,254,92,1,Arthropoda,Malacostraca,Decapoda,Dendrobranchiata�,Shrimp torso,1,III,2.1000,100.00
Summer,7,24,2006,Lower,Non-Veg ,1,Sciaenidae,Menticirrhus littoralis,230,93,0,,,,,Empty,0,NA,0.0000,0.00
Summer,7,24,2006,Lower,Non-Veg ,1,Sciaenidae,Menticirrhus littoralis,231,94,1,Vertebrata,Actinopterygii,,,Fish scale,1,III,0.0100,4.76
Summer,7,24,2006,Lower,Non-Veg ,1,Sciaenidae,Menticirrhus littoralis,231,94,1,Arthropoda,Malacostraca,Decapoda,Sergestidae,Sergestidae,2,I,0.1000,47.62
Summer,7,24,2006,Lower,Non-Veg ,1,Sciaenidae,Menticirrhus littoralis,231,94,1,Nemertea,,,,Nemertean,1,II,0.1000,47.62
Summer,7,24,2006,Lower,Non-Veg ,1,Sciaenidae,Menticirrhus littoralis,215,95,3,,,,,Digestate,1,IV,0.3000,28.57
Summer,7,24,2006,Lower,Non-Veg ,1,Sciaenidae,Menticirrhus littoralis,215,95,3,Vertebrata,Actinopterygii,,,Fish Tissue,1,II,0.1000,9.52
Summer,7,24,2006,Lower,Non-Veg ,1,Sciaenidae,Menticirrhus littoralis,215,95,3,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,1,I,0.6500,61.90
Summer,7,24,2006,Lower,Non-Veg ,2,Stromateidae,Peprilus paru,213,96,1,,,,,Digestate,1,IV,0.1000,100.00
Summer,7,24,2006,Lower,Non-Veg ,2,Carcharhinidae,Carcharhinus limbatus,435,97,1,Vertebrata,Actinopterygii,Anguilliformes�,,Anguilliformes,1,I,0.1000,50.00
Summer,7,24,2006,Lower,Non-Veg ,2,Carcharhinidae,Carcharhinus limbatus,435,97,1,Vertebrata,Actinopterygii,Aulopiformes,Synodontidae,Synodus foetens�,1,I,0.1000,50.00
Summer,7,24,2006,Lower,Non-Veg ,2,Carcharhinidae,Carcharhinus limbatus,407,98,0,,,,,Empty,0,NA,0.0000,0.00
Summer,7,24,2006,Lower,Non-Veg ,2,Clupeidae,Brevoortia patronus,163,99,1,Plantae,,,,Detritus,1,IV,0.0050,100.00
Summer,7,24,2006,Lower,Non-Veg ,2,Ariidae,Bagre marinus,387,100,1,,,,,Digestate,1,IV,1.0000,100.00
Summer,7,24,2006,Lower,Non-Veg ,2,Clupeidae,Brevoortia patronus,159,101,2,Plantae,,,,Detritus,1,IV,0.0100,100.00
Summer,7,24,2006,Lower,Non-Veg ,2,Clupeidae,Brevoortia patronus,187,102,2,Plantae,,,,Detritus,1,IV,0.0300,100.00
Summer,7,24,2006,Lower,Non-Veg ,2,Clupeidae,Brevoortia patronus,167,103,1,Plantae,,,,Detritus,1,IV,0.0100,100.00
Summer,7,24,2006,Lower,Non-Veg ,2,Clupeidae,Brevoortia patronus,148,104,1,Plantae,,,,Detritus,1,IV,0.0100,100.00
Summer,7,24,2006,Lower,Non-Veg ,2,Ariidae,Bagre marinus,243,105,1,,,,,Digestate,1,IV,1.2000,87.53
Summer,7,24,2006,Lower,Non-Veg ,2,Ariidae,Bagre marinus,243,105,1,Vertebrata,Actinopterygii,,,Fish Eyeball,1,III,0.0010,0.07
Summer,7,24,2006,Lower,Non-Veg ,2,Ariidae,Bagre marinus,243,105,1,Vertebrata,Actinopterygii,,,Fish bone,1,IV,0.1000,7.29
Summer,7,24,2006,Lower,Non-Veg ,2,Ariidae,Bagre marinus,243,105,1,Arthropoda,Insecta,Hymenoptera,,Hymenoptera ,1,III,0.0200,1.46
Summer,7,24,2006,Lower,Non-Veg ,2,Ariidae,Bagre marinus,243,105,1,Vertebrata,Actinopterygii,,,Otolith,2,III,0.0500,3.65
Summer,7,24,2006,Lower,Non-Veg ,2,Ariidae,Bagre marinus,207,106,1,,,,,Digestate,1,IV,0.0100,50.00
Summer,7,24,2006,Lower,Non-Veg ,2,Ariidae,Bagre marinus,207,106,1,Arthropoda,Malacostraca,Decapoda,Dendrobranchiata�,Shrimp,1,II,0.0100,50.00
Summer,7,24,2006,Lower,Non-Veg ,2,Ariidae,Bagre marinus,530,107,0,,,,,Fish hook,1,IV,0.5000,100.00
Summer,7,24,2006,Lower,Non-Veg ,2,Ariidae,Bagre marinus,461,108,1,,,,,Digestate,1,IV,1.4000,100.00
Summer,7,24,2006,Lower,Reef,1,Sciaenidae,Cynoscion nebulosus,438,109,1,Vertebrata,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia patronus,1,II,1.0000,50.00
Summer,7,24,2006,Lower,Reef,1,Sciaenidae,Cynoscion nebulosus,438,109,1,,,,,Digestate,1,IV,1.0000,50.00
Summer,7,24,2006,Lower,Reef,1,Ariidae,Bagre marinus,216,110,4,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,1,II,4.5000,100.00
Summer,7,24,2006,Lower,Reef,1,Sphyrnidae,Sphyrna tiburo,605,111,3,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,14,I,26.5000,88.48
Summer,7,24,2006,Lower,Reef,1,Sphyrnidae,Sphyrna tiburo,605,111,3,,,,,Digestate,1,IV,3.0000,10.02
Summer,7,24,2006,Lower,Reef,1,Sphyrnidae,Sphyrna tiburo,605,111,3,Magnoliophyta,Liliopsida,Najadales,Cymodoceaceae,Halodule beaudettei�,1,IV,0.0500,0.17
Summer,7,24,2006,Lower,Reef,1,Sphyrnidae,Sphyrna tiburo,605,111,3,Vertebrata,Actinopterygii,,,Otolith,1,III,0.0500,0.17
Summer,7,24,2006,Lower,Reef,1,Sphyrnidae,Sphyrna tiburo,605,111,3,Chrodata,,,,Parasite,1,I,0.0500,0.17
Summer,7,24,2006,Lower,Reef,1,Sphyrnidae,Sphyrna tiburo,605,111,3,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Spartina alterniflora�,1,IV,0.3000,1.00
Summer,7,24,2006,Lower,Reef,1,Clupeidae,Brevoortia patronus,164,112,0,,,,,Empty,0,NA,0.0000,0.00
Summer,7,24,2006,Lower,Reef,1,Clupeidae,Brevoortia patronus,166,113,2,Plantae,,,,Detritus,1,IV,0.0200,100.00
Summer,7,24,2006,Lower,Reef,1,Carangidae ,Caranx hippos,146,114,1,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Aegathoa oculata,1,I,0.0200,4.76
Summer,7,24,2006,Lower,Reef,1,Carangidae ,Caranx hippos,146,114,1,,,,,Digestate,1,IV,0.2000,47.62
Summer,7,24,2006,Lower,Reef,1,Carangidae ,Caranx hippos,146,114,1,Vertebrata,Actinopterygii,,,Fish Tissue,1,II,0.2000,47.62
Summer,7,24,2006,Lower,Reef,1,Carangidae ,Caranx hippos,175,115,3,Arthropoda,Malacostraca,Decapoda,,Crab parts,1,III,0.0500,2.86
Summer,7,24,2006,Lower,Reef,1,Carangidae ,Caranx hippos,175,115,3,,,,,Digestate,1,IV,0.1000,5.71
Summer,7,24,2006,Lower,Reef,1,Carangidae ,Caranx hippos,175,115,3,Vertebrata,Actinopterygii,Perciformes,Gobiidae,Goby,4,I,1.0000,57.14
Summer,7,24,2006,Lower,Reef,1,Carangidae ,Caranx hippos,175,115,3,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,1,I,0.6000,34.29
Summer,7,24,2006,Lower,Reef,1,Sciaenidae,Cynoscion nebulosus,440,116,3,,,,,Digestate,1,IV,0.2000,2.94
Summer,7,24,2006,Lower,Reef,1,Sciaenidae,Cynoscion nebulosus,440,116,3,Vertebrata,Actinopterygii,,,Fish,1,II,6.6000,97.06
Summer,7,24,2006,Lower,Reef,1,Clupeidae,Brevoortia patronus,146,117,2,Plantae,,,,Detritus,1,IV,0.0080,100.00
Summer,7,24,2006,Lower,Reef,1,Clupeidae,Brevoortia patronus,165,118,1,Plantae,,,,Detritus,1,IV,0.0200,100.00
Summer,7,24,2006,Lower,Reef,1,Clupeidae,Brevoortia patronus,164,119,1,Plantae,,,,Detritus,1,IV,0.0010,100.00
Summer,7,24,2006,Lower,Reef,1,Ariidae,Bagre marinus,209,120,1,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,1,II,0.6000,100.00
Summer,7,24,2006,Lower,Reef,1,Ariidae,Bagre marinus,238,121,1,Arthropoda,Malacostraca,Decapoda,,Brachyuran larvae,6,I,0.0010,0.07
Summer,7,24,2006,Lower,Reef,1,Ariidae,Bagre marinus,238,121,1,Arthropoda,Malacostraca,Decapoda,,Crab claw,2,III,0.1500,10.63
Summer,7,24,2006,Lower,Reef,1,Ariidae,Bagre marinus,238,121,1,,,,,Digestate,1,IV,0.1000,7.09
Summer,7,24,2006,Lower,Reef,1,Ariidae,Bagre marinus,238,121,1,Arthropoda,Malacostraca,Decapoda,,Larval shrimp,428,I,0.8600,60.95
Summer,7,24,2006,Lower,Reef,1,Ariidae,Bagre marinus,238,121,1,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Spartina alterniflora�,1,IV,0.3000,21.26
Summer,7,24,2006,Lower,Reef,1,Ariidae,Bagre marinus,500,122,1,,,,,Digestate,1,IV,1.0000,100.00
Summer,7,24,2006,Lower,Reef,1,Ariidae,Bagre marinus,446,123,1,,,,,Digestate,1,IV,1.3000,100.00
Summer,7,24,2006,Lower,Reef,2,Clupeidae,Brevoortia patronus,162,124,2,Plantae,,,,Detritus,1,IV,0.0100,100.00
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion arenarius,272,125,2,,,,,Digestate,1,IV,0.2500,100.00
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,176,126,2,Mollusca,Bivalvia,,,Bivalve,1,II,0.0500,7.69
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,176,126,2,,,,,Digestate,1,IV,0.2000,30.77
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,176,126,2,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,2,II,0.3500,53.85
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,176,126,2,Mollusca,Bivalvia,Ostreoida,Ostreidae,Oyster shell hash,1,IV,0.0500,7.69
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,570,127,2,Vertebrata,Actinopterygii,Anguilliformes�,,Anguilliformes,1,I,1.2000,6.47
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,570,127,2,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,1,II,1.0000,5.39
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,570,127,2,,,,,Digestate,1,IV,16.0000,86.25
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,570,127,2,Vertebrata,Actinopterygii,,,Fish skull,2,III,0.0500,0.27
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,570,127,2,Chrodata,,,,Parasite,1,I,0.1000,0.54
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,570,127,2,Vertebrata,Actinopterygii,Gasterosteiformes,Sygnathidae,Sygnathus spp.,1,II,0.2000,1.08
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,460,128,1,Arthropoda,Malacostraca,Decapoda,,Crab,1,II,0.2500,4.76
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,460,128,1,,,,,Digestate,1,IV,5.0000,95.24
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion nebulosus,231,129,3,,,,,Digestate,1,IV,0.4000,21.05
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion nebulosus,231,129,3,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,4,II,1.5000,78.95
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion arenarius,295,130,0,,,,,Empty,0,NA,0.0000,0.00
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion arenarius,247,131,0,,,,,Empty,0,NA,0.0000,0.00
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,175,132,1,Mollusca,Bivalvia,,,Bivalve,1,I,0.0100,8.33
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,175,132,1,Vertebrata,Actinopterygii,,,Ctenoid scale,1,IV,0.0050,4.17
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,175,132,1,,,,,Digestate,1,IV,0.1000,83.33
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,175,132,1,Mollusca,Bivalvia,Ostreoida,Ostreidae,Oyster shell hash,1,IV,0.0050,4.17
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion arenarius,340,133,2,Mollusca,Bivalvia,,,Bivalve,1,II,0.1000,5.21
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion arenarius,340,133,2,,,,,Digestate,1,IV,0.7700,40.10
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion arenarius,340,133,2,Vertebrata,Actinopterygii,,,Fish Eyeball,1,III,0.1000,5.21
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion arenarius,340,133,2,Chrodata,,,,Parasite,1,I,0.0500,2.60
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion arenarius,340,133,2,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla empusa,1,II,0.9000,46.88
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Cynoscion arenarius,297,134,0,,,,,Empty,0,NA,0.0000,0.00
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,174,135,3,,,,,Digestate,1,IV,0.1000,11.11
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,174,135,3,Arthropoda,Malacostraca,Decapoda,Peneaidae,Penaeid shrimp,1,I,0.6000,66.67
Summer,7,24,2006,Lower,Reef,2,Sciaenidae,Micropogonias undulatus,174,135,3,Annelida,Polychaeta,,,Polycheate,1,I,0.2000,22.22
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,234,136,1,,,,,Digestate,1,IV,0.3000,100.00
Summer,7,24,2006,Lower,Reef,2,Sphyrnidae,Sphyrna tiburo,652,137,4,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,7,I,21.0000,75.95
Summer,7,24,2006,Lower,Reef,2,Sphyrnidae,Sphyrna tiburo,652,137,4,,,,,Digestate,1,IV,6.5000,23.51
Summer,7,24,2006,Lower,Reef,2,Sphyrnidae,Sphyrna tiburo,652,137,4,Chrodata,,,,Parasite,1,I,0.1500,0.54
Summer,7,24,2006,Lower,Reef,2,Carcharhinidae,Carcharhinus limbatus,436,138,4,Arthropoda,Malacostraca,Decapoda,Peneaidae,Litopenaeus setiferus�,1,I,15.5000,100.00
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,600,139,2,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes sapidus,1,I,5.0000,37.59
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,600,139,2,,,,,Digestate,1,IV,8.0000,60.15
Summer,7,24,2006,Lower,Reef,2,Ariidae,Bagre marinus,600,139,2,Arthropoda,Malacostraca,Decapoda,Menippidae,Menippe adina,1,I,0.3000,2.26
Summer,7,24,2006,Lower,Reef,2,Clupeidae,Brevoortia patronus,162,140,3,Plantae,,,,Detritus,1,IV,0.0200,100.00
