System	NodeID	SpeciesID	StageID	Stage	SpeciesID.StageID	WorkingName	OrganismalGroup	NodeType	Resolution	ResolutionNotes	Feeding	Lifestyle(stage)	Lifestyle(species)	ConsumerStrategy(stage)	HabitatAffiliation	Mobility	Residency	NativeStatus	BodySize(g)	BodySizeSD	BodySizeN	BodySizeEstimation	BodySizeNotes	Abundance(no./ha)	Abundance95%CL	AbundanceDF	Biomass(kg/ha)	Biomass95%CL	BiomassDF	BiomassEstimation	BiomassNotes	Kingdom	Phylum	Subphylum	Superclass	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Genus	SpecificEpithet	NodeNotes
CSM	171	125	1	adult	125.1	Diamond Turbot	fish	taxon	Species		feeding	free-living	free-living	predator		intermediate	resident		24.6492672	27.5126684	2	population	individuals encountered during the random sampling described in Kuris et al. (2008)	10.62	21.3383502	7	0.2618094	0.56451312	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Osteichthyes		Pleuronectiformes				Plueronectidae	Hypsopsetta	guttulata	
CSM	173	127	1	adult	127.1	Staghorn Sculpin	fish	taxon	Species		feeding	free-living	free-living	predator		high	migrant		28.5679949	114.617278	4	population	individuals encountered during the random sampling described in Kuris et al. (2008)	364.57	681.835318	7	10.415117	19.8721471	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Osteichthyes		Perciformes				Cottidae	Leptocottus	armatus	
CSM	178	132	1	adult	132.1	California Halibut	fish	taxon	Species		feeding	free-living	free-living	predator		high	resident		35.3681077		1	population	individuals encountered during the random sampling described in Kuris et al. (2008)	4.35	10.2750418	7	0.1536856	0.36340878	7	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Osteichthyes		Pleuronectiformes				Paralichthyidae	Paralichthys	californicus	
CSM	185	139	1	adult	139.1	Leopard Shark	elasmobranch	taxon	Species		feeding	free-living	free-living	predator		high	resident		1314.95447			species	applied L to W regressions (FishBase) to estimates on general L of species in estuaries				0.0863925			field experience	body weight multiplied by abundance estimates from field experience	Animalia	Chordata	Vertebrata		Chondrichthyes		Carcharhiniformes				Triakidae	Triakis	semifasciata	
CSM	186	140	1	adult	140.1	Haller's Round Ray	elasmobranch	taxon	Species		feeding	free-living	free-living	predator		high	resident		467.2			species	applied L to W regressions (FishBase) to estimates on general L of species in estuaries				0.0284862			quantification, limited sampling	body weight multiplied by abundance estimates from Brooks (1999)	Animalia	Chordata	Vertebrata		Chondrichthyes		Rajiformes				Urolophidae	Urolophus	halleri	
CSM	187	141	1	adult	141.1	American Avocet	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		304.3			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.05	0.20953469	22	0.0151609	0.06376141	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Recurvirostridae	Recurvirostra	americana	
CSM	189	143	1	adult	143.1	American Coot	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		650			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.14	0.73292798	22	0.0922059	0.47640319	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Gruiformes				Rallidae	Fulica	americana	
CSM	190	144	1	adult	144.1	American Crow	bird	taxon	Species		feeding	free-living	free-living	predator		high	resident		399.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.00	0.0344118	22	0.0013822	0.01374751	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Passeriformes				Corvidae	Corvus	brachyrhynchos	
CSM	191	145	1	adult	145.1	American Wigeon	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		780			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.09	0.60721336	22	0.0674677	0.47362642	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Anseriformes				Anatidae	Anas	americana	
CSM	192	146	1	adult	146.1	Black-bellied Plover	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		225.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.03	0.22162908	22	0.0063977	0.04997736	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Chardridae	Pluvialis	squatarola	
CSM	193	147	1	adult	147.1	Black-crowned Night Heron	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		869.6			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.03	0.31005359	22	0.0300871	0.2696226	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Ciconiiformes				Ardeidae	Nycticorax	nycticorax	
CSM	194	148	1	adult	148.1	Belted Kingfisher	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		147.6			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.02	0.09691006	22	0.0036769	0.01430392	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Coraciiformes				Alcedinidae	Ceryle	alcyon	
CSM	197	151	1	adult	151.1	Bonaparte's Gull	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		211.25			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.00	0.0344118	22	0.0007309	0.00726949	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Laridae	Larus	philadelphia	
CSM	200	154	1	adult	154.1	Bufflehead	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		401			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.23	1.04620718	22	0.0915692	0.41952908	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Anseriformes				Anatidae	Bucephala	albeola	
CSM	201	155	1	adult	155.1	Blue-winged Teal	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		364			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.14	1.1837677	22	0.0516353	0.43089144	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Anseriformes				Anatidae	Anas	discors	
CSM	203	157	1	adult	157.1	California Gull	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		738			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)									Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Laridae	Larus	californicus	
CSM	204	158	1	adult	158.1	Caspian Tern	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		655.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.01	0.05505888	22	0.0036287	0.03609109	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Laridae	Sterna	caspia	
CSM	205	159	1	adult	159.1	Cinnamon Teal	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		359			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.04	0.30214051	22	0.0149052	0.10846844	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Anseriformes				Anatidae	Anas	cyanoptera	
CSM	207	161	1	adult	161.1	Cooper's Hawk	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		360			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.01	0.04308039	22	0.002242	0.01550894	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Falconiformes				Accipitridae	Accipiter	cooperi	
CSM	209	163	1	adult	163.1	Double-crested Cormorant	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		2254.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.01	0.03803739	22	0.0124805	0.08575529	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Pelicaniformes				Pelicanidae	Phalacrocorax	penicillatus	
CSM	210	164	1	adult	164.1	Dunlin	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		51.45			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.18	1.68457362	22	0.0090074	0.08667131	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Scolopacidae	Calidris	alpina	
CSM	214	168	1	adult	168.1	Great Blue Heron	bird	taxon	Species		feeding	free-living	free-living	predator		high	resident		2400			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.11	0.25913125	22	0.2673797	0.621915	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Ciconiiformes				Ardeidae	Ardea	herodius	
CSM	215	169	1	adult	169.1	Great Egret	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		873.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.08	0.18118927	22	0.0701152	0.15826883	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Ciconiiformes				Ardeidae	Egretta	alba	
CSM	216	170	1	adult	170.1	Green Heron	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		241			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)				0.0075045			quantification, estuary-wide sampling	Kuris et al. (2008); only present in summer	Animalia	Chordata	Vertebrata		Aves		Ciconiiformes				Ardeidae	Butorides	virescens	
CSM	218	172	1	adult	172.1	Greater Yellowlegs	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		165			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.24	0.6448718	22	0.0396191	0.10640385	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Scolopacidae	Tringa	melanoleuca	
CSM	219	173	1	adult	173.1	Green-winged Teal	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		338			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.41	2.55648863	22	0.1386956	0.86409316	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Anseriformes				Anatidae	Anas	crecca	
CSM	220	174	1	adult	174.1	Killdeer	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		95			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.07	0.28293873	22	0.0062451	0.02687918	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Chardridae	Chardrius	vociferus	
CSM	221	175	1	adult	175.1	Long-billed Curlew	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		754.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.11	0.52050101	22	0.0835354	0.39271801	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Scolopacidae	Numenius	americanus	
CSM	222	176	1	adult	176.1	Long-billed Dowitcher	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		104.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.53	2.49249163	22	0.0553906	0.26046538	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Scolopacidae	Limnodromus	scilopaceus	
CSM	223	177	1	adult	177.1	Little Blue Heron	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		340			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.01	0.05682922	22	0.0035291	0.01932193	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Ciconiiformes				Ardeidae	Egretta	caerulea	
CSM	224	178	1	adult	178.1	Least Sandpiper	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		20.9			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	1.71	7.41792656	22	0.0356641	0.15503467	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Scolopacidae	Calidris	minutilla	
CSM	227	181	1	adult	181.1	Marbled Godwit	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		367.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.29	2.37443315	22	0.1057894	0.87260418	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Scolopacidae	Limosa	fedoa	
CSM	228	182	1	adult	182.1	Mallard	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		1186.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.40	1.71166225	22	0.4704502	2.03088726	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Anseriformes				Anatidae	Anas	platyrhynchos	
CSM	229	183	1	adult	183.1	Mew Gull	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		480			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)									Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Laridae	Larus	canus	
CSM	233	187	1	adult	187.1	Pied-billed Grebe	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		416			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.05	0.17830251	22	0.0198625	0.07417384	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Podicipediformes				Podicipedidae	Podilymbus	podiceps	
CSM	235	189	1	adult	189.1	Ring-billed Gull	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		518.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.01	0.07641364	22	0.0064582	0.03962047	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Laridae	Larus	delawarensis	
CSM	236	190	1	adult	190.1	Red-breasted Merganser	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		1040.5			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.05	0.1978658	22	0.0518401	0.20587937	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Anseriformes				Anatidae	Mergus	serrator	
CSM	240	194	1	adult	194.1	Ruddy Duck	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		560			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.00	0.0344118	22	0.0019375	0.01927061	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Anseriformes				Anatidae	Oxyura	jamaicensis	
CSM	243	197	1	adult	197.1	Semipalmated Plover	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		46.95			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.15	1.48658971	22	0.0070175	0.06979539	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Chardridae	Charadrius	semipalmatus	
CSM	244	198	1	adult	198.1	Snowy Egret	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		369			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.21	0.50026497	22	0.0758358	0.18459777	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Ciconiiformes				Ardeidae	Egretta	thula	
CSM	247	201	1	adult	201.1	Spotted Sandpiper	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		44.1			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.01	0.0604281	22	0.0003662	0.00266488	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Scolopacidae	Actitus	macularia	
CSM	248	202	1	adult	202.1	Surf Scoter	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		950			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.00	0.02752944	22	0.0026295	0.02615297	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Anseriformes				Anatidae	Melanitta	perspicillata	
CSM	250	204	1	adult	204.1	Turkey Vulture	bird	taxon	Species		feeding	free-living	free-living	detritivore		high	migrant		1430			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.00	0.0344118	22	0.0470025	0.04920887	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Falconiformes				Cathartidae	Catjartes	aura	
CSM	251	205	1	adult	205.1	Western Grebe	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		1314			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.02	0.16517663	22	0.0218222	0.2170421	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Podicipediformes				Podicipedidae	Aechmophorus	occidentalis	
CSM	253	207	1	adult	207.1	Western Sandpiper	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		24.2			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.01	0.04308039	22	0.0001507	0.00104255	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Scolopacidae	Calidris	mauri	
CSM	254	208	1	adult	208.1	Whimbrel	bird	taxon	Species		feeding	free-living	free-living	predator		high	resident		404			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	0.05	0.24759979	22	0.0192895	0.10003031	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Scolopacidae	Numenius	phaeopus	
CSM	255	209	1	adult	209.1	Willet	bird	taxon	Species		feeding	free-living	free-living	predator		high	migrant		270			species	literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)	2.63	13.5993499	22	0.7094073	3.67182446	22	quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Chordata	Vertebrata		Aves		Charadriiformes				Scolopacidae	Catoptrophorus	semipalmatus	
CSM	256	210	1	adult	210.1	Raccoon	mammal	taxon	Species		feeding	free-living	free-living	predator		high	resident		6000			species	literature (Nowak 1991; Wilson&Ruff 1999)				0.9857072			field experience	based on nocturnal field observations and latrines, 10 individuals at csm, 0 epb, 0 bsq	Animalia	Chordata	Vertebrata		Mammalia		Carnivora				Procyonidae	Procyon	locator	
CSM	257	211	1	adult	211.1	copepod-thalassinidean	copepod	taxon	Family	likely two species	feeding	commensal	commensal	predator					0.00011485			approximation	mean volumetric across two Hemicyclops spp in literature									Animalia	Arthropoda	Crustacea		Copepoda		Cyclopoida				Clausidiidae			
CSM	258	212	1	adult	212.1	Salt Marsh Bird's Beak	vascular plant	taxon	Species		autotroph	infectious	infectious	macroparasite													95.2			approximation, quantified ratio	apply relative abundance in point count transects of Salicornia virginica to biomass of Sv)	Plantae										Scrophulariaceae	Cordylanthus	maritimus	
CSM	259	213	1	adult	213.1	Dodder	vascular plant	taxon	Species		autotroph	infectious	infectious	macroparasite													120.07843			quantification, estuary-wide sampling	Kuris et al. (2008)	Plantae										Convolvulaceae	Cuscuta	salina	
CSM	260	214	1	adult	214.1	Picornavirus	virus	taxon	Species		feeding	infectious	infectious	pathogen																		Virus													
CSM	262	216	1	adult	216.1	apicomplexan-spionid	protist	taxon	Species		feeding	infectious	infectious	pathogen											7657.60498	5.45566751						"Protozoa"	Apicomplexa												
CSM	263	217	1	adult	217.1	ciliates.Assiminea	protist	taxon	Species		feeding	infectious	infectious	pathogen																		"Protozoa"	Ciliophora												
CSM	264	218	1	adult	218.1	ciliates.Polydora	protist	taxon	Species		feeding	infectious	infectious	macroparasite																		"Protozoa"	Ciliophora												
CSM	265	219	1	adult	219.1	gregarine-Ccap	protist	taxon	Species		feeding	infectious	infectious	macroparasite											5344182.98	4.32197597						"Protozoa"	Apicomplexa				Gregarinea								
CSM	266	220	1	adult	220.1	gregarine-Pachy	protist	taxon	Species		feeding	infectious	infectious	macroparasite					0.00000113		2	species	volumetric		7657.60498	5.45566751						"Protozoa"	Apicomplexa				Gregarinea								
CSM	273	227	1	adult	227.1	Plasmodium sp.	protist	taxon	Genus		feeding	infectious	infectious	pathogen																		"Protozoa"	Apicomplexa										Plasmodium	sp.	
CSM	274	228	1	adult	228.1	Trichodina sp.	protist	taxon	Genus		feeding	infectious	infectious	pathogen																		"Protozoa"	Ciliophora			Oligohymenophorea						Trichodinidae	Trichodina	sp.	
CSM	275	229	1	adult	229.1	Henneguya	myxozoan	taxon	Species		feeding	infectious	infectious	pathogen																		Animalia	Myxozoa												
CSM	277	231	1	adult	231.1	Gyrodactylus sp.	monogenean	taxon	Genus		feeding	infectious	infectious	pathogen					7.53246e-5			approximation	equal microcotylid									Animalia	Platyhelminthes			Monogenea	Polyonchoinea					Gyrodactylidae	Gyrodactylus	sp.	
CSM	279	233	1	adult	233.1	Acanthoparyphium spinulosum	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000974			species	volumetric; literature (Martin & Adams 1961)				0.0003448			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Acanthoparyphium	spinulosum	
CSM	280	234	1	adult	234.1	microphallid-assiminea	trematode	life stage	Species		feeding	infectious	infectious	macroparasite													0.0000115			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
CSM	281	235	1	adult	235.1	Austrobilharzia sp.	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000086			species	volumetric; literature (Short & Holliman 1961)				0.000006			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Schistosomatidae	Austrobilharzia	sp.	
CSM	283	237	1	adult	237.1	Catatropis johnstoni	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.00012			species	volumetric; literature (Martin 1963)				1.0085e-6			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Notocotylidae	Catatropis	johnstoni	
CSM	284	238	1	adult	238.1	Cloacitrema michiganiensis	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000322			species	volumetric; literature (Robison 1952)				0.0000105			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Cloacitrema	michiganiensis	
CSM	285	239	1	adult	239.1	Euhaplorchis californiensis	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000005			species	volumetric; literature (Martin 1950)				0.000099			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Euhaplorchis	californiensis	
CSM	286	240	1	adult	240.1	fat cyathocotylid	trematode	life stage	Species		feeding	infectious	infectious	macroparasite													4.004e-10			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae			
CSM	290	244	1	adult	244.1	hemiurid	trematode	life stage	Family		feeding	infectious	infectious	macroparasite					0.00884018		1	species	direct	112.20			0.0009919			quantification, estuary-wide sampling	Kuris et al. (2008)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae			
CSM	291	245	1	adult	245.1	Himasthla rhigedana	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.002382			species	literature				4.425e-5			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	rhigedana	
CSM	292	246	1	adult	246.1	Himasthla B	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.001429			species	literature				8.025e-5			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Echinostomatidae	Himasthla	B	
CSM	293	247	1	adult	247.1	Hysterolecitha trilocalis	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.00172883			species	literature				3.8353e-5			approximation, quantified ratio	relative abundance of parth to bsq parth)	Animalia	Platyhelminthes			Trematoda	Digenea					Hemiuridae	Hysterolecitha	trilocalis	
CSM	296	250	1	adult	250.1	Renicola sp.	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000031			approximation	set equal to  congener (renc)				0.0000105			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	sp.	
CSM	297	251	1	adult	251.1	mc aorta	trematode	life stage	Species		feeding	infectious	infectious	macroparasite													6.0065e-9			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae			
CSM	301	255	1	adult	255.1	mc unk acteo	trematode	life stage	Species		feeding	infectious	infectious	macroparasite													6.5306e-8			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea								
CSM	311	265	1	adult	265.1	Mesostephanus appendiculatus	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000052			species	literature				3.3241e-7			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Cyathocotylidae	Mesostephanus	appendiculatus	
CSM	312	266	1	adult	266.1	Parorchis acanthus	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.003253			species	literature				5.75e-6			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Philophthalmidae	Parorchis	acanthus	
CSM	313	267	1	adult	267.1	Parvatrema sp.	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000003			species	literature				6.203e-8			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Gymnophallidae	Parvatrema	sp.	
CSM	314	268	1	adult	268.1	Phocitremoides ovale	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000007			species	volumetric; literature (Martin 1950)				0.0000035			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Phocitremoides	ovale	
CSM	315	269	1	adult	269.1	Probolocoryphe species A	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.00002			species	literature				0.000019			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Microphallidae	Probolocoryphe	species A	
CSM	317	271	1	adult	271.1	Pygidiopsoides spindalis	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.00004			species	volumetric; literature (Martin 1951)				4.3119e-6			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Heterophyidae	Pygidiopsoides	spindalis	
CSM	318	272	1	adult	272.1	Renicola buchanani	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000031			species	literature				0.0000105			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	buchanani	
CSM	319	273	1	adult	273.1	Renicola cerithidicola	trematode	life stage	Species		feeding	infectious	infectious	macroparasite					0.000031			species	literature				1.183e-11			quantified apportionment		Animalia	Platyhelminthes			Trematoda	Digenea					Renicolidae	Renicola	cerithidicola	
